TITLE;AUTHOR;EDITION;DESCRIPTION;LINECODE;IMAGE;TYPE;TITLEEXTENTION;ORIGIN;EDITIONINFO;VOLUMEID;VOLUMETITEL;ID;PUBYEAR;PUBFREE;Kapitel in Edition?;Zerlegung erforderlich?;Spalte1;Datum Zitat GND;Datum Zitat VL;Stellenangabe VL;Datum von;Datum bis;Datum Abweichung;Norm Werk WikiData;Norm Werk GND;MWB-Sigle;Norm Bibl DND;Norm Bibl Google Books;Norm Bibl ÖNB
Processus juris;;"Textgrundlage:

Der Druck des Johannes Bämler, 

Augsburg 1476 (Hain 10006)

Digitale Edition: Angus Graham,Sultan Qaboos University Oman

http://www.hs-augsburg.de/~harsch/germanica/Chronologie/15Jh/Lehre/ler_un19.html";"Der Text ist Teil des Sammeldruckes ""Eine Augsburger Sittenlehre"". Er beginnt auf der Folioseite 183r und endet mit 208v. Im Gegensatz zur digitalen Ausgabe Grahams wurde der Folioumbruch strikt eingehalten. Gleichzeitig wurde versucht, dem Zeilenumbruch der Grahamschen Ausgabe zu folgen, was jedoch nicht immer ganz möglich war. Die oft kurzen Folioseiten kommen daher, dass der Hauptteil dieser Seiten von einem Holzschnitt eingenommen wird.

Hochgestelltes 'o' wurde zu 'uo' konvertiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";000000000000pppv--h;;101;;Die Augsburger Sittenlehre hat Johannes Bämler im Jahre 1476 in Augsburg gedruckt. Das Kompendium wurde von einem Unbekannten zu Lehrzwecken zusammengestellt und von dem Augsburger Kloster St. Ulrich und Afra in Auftrag gegeben.Vorwort von Angus Graham (in statu nascendi);;ASL;Augsburger Sittenlehre;PRJ;;;;;;;;;;;;;;;;;
Der Marner Teil II;1467;Der Marner. Lieder und Sangsprüche aus dem 13. Jahrhundert und ihr Weiterleben im Meistersang. Hrsg., eingel., erl. u. übers. v. Eva Willms. Berlin, New York: Walter de Gruyter, 2008.;"Die Ligatur von oe wurde aufgelöst.



Diakritische Zeichen und übergeschriebene Buchstaben (z.B. e bei a, u bei o etc.) wurden buchstabengetreu wiedergegeben (z.B. als ae, oe etc.).



Noch nicht disambiguiert; fertig lemmatisiert.



Der Ordnung wegen wurden die beiden unbenannten Töne der Handschrift E (S. 284ff.) als Lied 8 (Strophe 1 und 2) wiedergegeben.



Die div. Folgen ab S. 288ff. wurden nicht mit der römischen Ziffer (z.B. Folge Ia, Ib, Ic im Kurzen Ton), sondern als jeweilige Parallelversionen der rechts danebengestellten Laufnummer der Edition gekennzeichnet (z.B.: IIb = Parallelhs. 2; Lied 7,23).



Für Teil I (Lieder) s. MRL.

Für Teil III (Meisterlieder) s. MML.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";000000000000uddss--;;5;Sangsprüche;;;DMR;Der Marner. Lieder und Sangsprüche;MRS;;;;;;;;;;;;;;;;;
Das fließende Licht der Gottheit;1547;"Mechthild von Magdeburg. Das fließende Licht der Gottheit. Hrsg. von Hans Neumann. Bd. I: Text. Besorgt von Gisela Vollmann-Profe. München 1990.

Bd. II: Untersuchungen. Ergänzt und zum Druck eingerichtet von Gisela Vollmann-Profe, München/Tübingen 1993.

Digitale Version: Ulrich Harsch, 2009. Bibliotheca Augustana:

http://www.hs-augsburg.de/~harsch/germanica/Chronologie/13Jh/Mechthild/mec_vorb.";"Seitenumbrüche entsprechen der Handschrift. Zeilenumbrüche entsprechen der digitalen Ausgabe, nicht der Handschrift und nicht der Edition.

° nach römischen ziffern wurde entfernt.

Hochgestellte 'e' und 'o' wurden aufgelöst (Beisp: u° > uo)

Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";000000000000bppv--h;;121;Buch 1 & 2;Wie die Überlieferung belegt, wurden schon früh Teile des Werks veröffentlicht.;"Die Ausgabe beruht auf der Einsiedeler Hs. Die Endfassung in sieben Büchern ist nur in dieser oberdeutschen Übersetzung aus dem 14. Jahrhundert erhalten (Einsiedeln, Stiftsbibliothek, Hs 277). 

Meier, Gabriel: Catalogus codicum manu scriptorum qui in bibliotheca monasterii Einsidlensis O.S.B. servantur. Einsiedeln/Leipzig 1899. S. 246-248. Mit Korrekturen von Nigel F. Palmer, Oxford. Literaturverzeichnis ergänzt durch P. Odo Lang, Einsiedeln und Nigel F. Palmer, Oxford.";;;FLG;1990;0;;;;;;;;;;;;;;;
Vita Caroli;;"Emler, Josef (Ed.): Život císaře Karla IV (Leben des Kaisers Karl IV.). In: Fontes rerum Bohemicarum III. Praha 1882, S. 396–417.

Der digitale Text wurde von Vlastimil Brom verarbeitet und zur Verfügung gestellt.";"Deutsche Übersetzung der lateinischen Autobiographie des römischen Kaisers und böhmischen Königs Karl IV. (Erfasst werden v.a. die Jugendjahre, bis zur Krönung zum römischen König 1316-1346.)

Die Kapiteleinteilung erfolgt nach dem lateinischen Originaltext, der 20 Kapitel umfasst; die Kapitel 1-2 und 11-13 mit starker homiletischer Prägung wurden in die deutsche Übersetzung nicht aufgenommen.

Die lateinischen Kapitel 1-14 werden Karl IV. persönlich zugeschrieben, die folgenden 15-20 einem anonymen Fortsetzer. Die Übersetzer der ebenfalls vorhandenen alttschechischen und der vorliegenden deutschen Fassung sind unbekannt.

Nur teilweise lemmatisiert, nicht disambiguiert.



Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000pppcc---h;;41;;"Der zu Grunde liegende lateinische Text wurde möglicherweise in den Jahren vor der Kaiserkrönung 1355 verfasst; für die Datierung der deutschen (sowie der tschechischen) Übersetzung fehlen stichhaltige Anhaltspunkte. Es könnte noch mit der Regierungszeit Karls (gestorben 1378) gerechnet werden, allerdings war der deutsche Text erst aus dem späteren 15. Jh. überliefert.";"Die deutsche Fassung der Autobiographie war in einer einzigen bekannten Handschrift überliefert: Signatur R 304, Stadtbibliothek Breslau/Wrocław (Polen).

Der Codex aus der zweiten Hälfte des 15. Jh. ist allerdings im 20. Jh. verloren gegangen, der Text der deutschen Vita Caroli liegt ausschließlich in der Edition von Josef Emler (1882) vor.

In der vorliegenden elektronischen Fassung wurden manche Emendationsvorschläge des Herausgebers rückgängig gemacht (z.B.: czoge[n] wir); neuhochdeutsche editorische Ergänzungen einiger vereinfacht übersetzten Passagen anhand des lateinischen Originals werden hier nicht übernommen; einige kleinere ergänzende Emendationen werden an den Sprachusus des Textes angepasst.";;;VTC;;;;;;;;;;;;;;;;;
Ehebüchlein;1447;"Digitale Version: Ulrich Harsch 2005.

http://www.hs-augsburg.de/~harsch/germanica/Chronologie/15Jh/Eyb/eyb_eh00.html



Textgrundlage der digitalen Edition: Deutsche Schriften des Albrecht von Eyb, Erster Band: Das Ehebüchlein. Hrsg. von Max Herrmann, Berlin: Weidmannsche Buchhandlung, 1890. (= Schriften zur germanischen Philologie, 4)";"Die Zeilensprünge wurden der digitalen Version angepasst, aber Silbentrennung ist aufgelöst. Seitensprünge folgen dem Original. A/B vor der Zeilennummer bezeichnen die Spalten.



Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der digitalen Edition.



Folgende Auflösungen wurden vorgenommen:

ſ > s

ﬅ > st

ů> ü

ỏ>ö



Teilweise lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";00000000000tcppl--h;;244;;;;;;EHB;;;;;;;;;;;;;;;;;
Die Kochrezepte in Codex J. 5 (no.125) der Bibliothek des Priesterseminars Brixen;;Adamson, Melitta: Die Kochrezepte in Codex J. 5 (no.125) der Bibliothek des Priesterseminars Brixen. Edition und Kommentar. In: Würzburger medizinhistorische Mitteilungen 14 (1996), S. 291-303.;"- Diakritika, die in den Editionen verwendet werden, wurden radikal reduziert auf i und Umlaute. Längenzeichen, Trema oder überschriebene Diakritika zur Markierung von Diphthongen werden entweder weggelassen oder entsprechend aufgelöst: <o> mit Superskript <e> wird wie auch die Ligatur <œ> in der Übertragung als <oe> dargestellt.

- Textgliedernde Merkmale wie Zeilenumbrüche oder Absätze werden nur dann übernommen, wenn die Edition selbst eine handschriftengetreue Abbildung darzustellen versucht: Dabei werden Zeilenumbrüche durch einen Schrägstrich, Foliowechsel durch doppelten Schrägstrich dargestellt.

- Foliowechsel werden in der elektronischen Edition innerhalb eckiger Klammern im Fließtext notiert. Zeilen, die in den Editionen zum Teil auf RECTO und zum Teil auf VERSO stehen, werden nicht getrennt. Wir optieren bei der Paginierung für jene Seite, die den größeren Textanteil aufweist.

- Anmerkungen, die im Fließtext der Edition aufscheinen, werden übernommen, Fußnoten hingegen werden in der Darstellung des historischen Textes generell weggelassen.

- Auszeichnungen in Form von Textformatierungen, die von den Bearbeiterinnen und Bearbeitern der Printeditionen zur Hervorhebung von zum Beispiel Emendationen verwendet werden, sind nicht in den elektronischen Text eingeflossen.

- Die Zitierfähigkeit der Texte ist insofern gegeben, als dass jedem Rezepttext die in der Edition vergebene Rezeptnummer vorangestellt ist.

- Voll lemmatisiert aber nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000zzpppv--h;;161;;"- Einem religiösen Text von Albertus Magnus beigebunden.

- Fragment: Anfang der Sammlung fehlt, Überlieferung beginnt mit dem Ende eines Rezeptes, Sammlung endet mit „Amen“.";"Elektronische Texte zur Verfügung gestellt von Dr. Helmut Klug, Portal der Pflanzen des Mittelalters, http://medieval-plants.org/



Link-Referenz HSC: http://www.handschriftencensus.de/24983";;;BRIX;1996;0;;;;;;;;;;;;;;;
Das Kochbuch aus der Stiftsbibliothek Michaelbeuern;;Ehlert, Trude: Das Kochbuch aus der Stiftsbibliothek Michaelbeuern (Man. cart. 81). Edition und Kommentar. Hrsg. in Zusammenarbeit mit Florian Bambeck, Heike Bezold, Katharina Boll, Martina Fath, Nora Fischer, Michaela Lindner, Markus Nolda, Maria Schaible, Andrea Schartner, Christian Schwaderer und Katrin Wenig. In: Würzburger medizihistorische Mitteilungen 24 (2005), S. 121-43.;"- Diakritika, die in den Editionen verwendet werden, wurden radikal reduziert auf i und Umlaute. Längenzeichen, Trema oder überschriebene Diakritika zur Markierung von Diphthongen werden entweder weggelassen oder entsprechend aufgelöst: <o> mit Superskript <e> wird wie auch die Ligatur <œ> in der Übertragung als <oe> dargestellt.

- Textgliedernde Merkmale wie Zeilenumbrüche oder Absätze werden nur dann übernommen, wenn die Edition selbst eine handschriftengetreue Abbildung darzustellen versucht: Dabei werden Zeilenumbrüche durch einen Schrägstrich, Foliowechsel durch doppelten Schrägstrich dargestellt.

- Foliowechsel werden in der elektronischen Edition innerhalb eckiger Klammern im Fließtext notiert. Zeilen, die in den Editionen zum Teil auf RECTO und zum Teil auf VERSO stehen, werden nicht getrennt. Wir optieren bei der Paginierung für jene Seite, die den größeren Textanteil aufweist.

- Anmerkungen, die im Fließtext der Edition aufscheinen, werden übernommen, Fußnoten hingegen werden in der Darstellung des historischen Textes generell weggelassen.

- Auszeichnungen in Form von Textformatierungen, die von den Bearbeiterinnen und Bearbeitern der Printeditionen zur Hervorhebung von zum Beispiel Emendationen verwendet werden, sind nicht in den elektronischen Text eingeflossen.

- Die Zitierfähigkeit der Texte ist insofern gegeben, als dass jedem Rezepttext die in der Edition vergebene Rezeptnummer vorangestellt ist.

- Voll lemmatisiert aber nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";000000000000zzppv--;1303;161;;"- Michaelbeuern, Stiftsbibliothek, Ms. Cart. 81

- vorwiegend religiöse und einige medizinische Texte

- keine erkennbare Ordnung, überwiegend Fastenspeisen (nur 3 Fleischspeisen)";"Elektronische Texte zur Verfügung gestellt von Dr. Helmut Klug, Portal der Pflanzen des Mittelalters, http://medieval-plants.org/



Link-Referenz HSC: http://www.handschriftencensus.de/11023";;;MSB1;2005;0;;;;;;;;;;;;;;;
Reimchronik der Stadt Cöln;1387;"Eberhard von Groote, Des Meisters Godefrit Hagen, der Zeit Stadtschreibers, 

Reimchronik der Stadt Cöln aus dem dreizehnten Jahrhundert.

Cöln am Rhein 1834. 

Digitale Edition: Daniel Kölligan, Oxford 2007; 

TITUS Version von Jost Gippert Frankfurt a/M, 26.11.2008 

http://titus.uni-frankfurt.de/texte/etcs/germ/mhd/godreimc/godre.htm";"Der Text besteht aus 6289 Versen mit 50 eingeschobenen Versen nach V. 1890 und weiteren 9 eingeschobenen Versen nach V. 2061.



Teilweise lemmatisiert, nicht disambiguiert.



Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";000000000000----iih;;41;;;"Von Gottfried Hagens Werk ist nur eine vollständige Handschrift erhalten. Die Handschrift F aus dem ersten Drittel des 15. Jahrhunderts ist als Ms. germ. oct. 26[1] in der Frankfurter Stadt- und Universitätsbibliothek registriert. Eberhard von Groote[2] hat die Geschichte des Dokuments rekonstruiert.

 

Ursprünglich befand sich diese Handschrift in der Bibliothek des Herrnleichnamsklosters in Köln. Einen Beleg dafür findet man in dem Verzeichnis biblioth. Coloniensis von Harzheim aus dem Jahr 1747 (S. 103). Später tauchte das Dokument in Frankfurt wieder auf, wo ein Dr. med. Kloß es bei einer Auktion im Hause Hermann kaufte und 1826 an den Bibliothekar Johann Friedrich Böhmer weitergab.

 

Die in Holz eingebundene und gut erhaltene Handschrift umfasst 277 Seiten mit je 25 oder 26 Zeilen. Jede Zeile und jeder Abschnitt beginnt mit einer Initiale in roter Farbe. Das Papier enthält ein Wasserzeichen mit einem spitzblättrigen Kleeblatt. Der Text der Reimchronik umfasst die ersten 257 Seiten. Die restlichen zwanzig Seiten enthalten die Geschichte der Weberschlacht. Dahinter befinden sich noch zehn unbeschriebene Blätter.

http://de.wikipedia.org/wiki/Reimchronik_der_Stadt_K%C3%B6ln#.C3.9Cberlieferung_und_Rezeption";;;RCC;;;;;;;;;;;;;;;;;
Pulkava Chronik;;"Der digitale Text wurde von Vlastimil Brom anhand der handschriftlichen Faksimila (Cgm 1112, BSB München) transkribiert und zur Verfügung gestellt.

Berücksichtigt wurde auch eine Auswahledition des eingegliederten Textes der Wenzelslegende (Kapitel 15-19):

Blaschka, Anton: Die St. Wenzelslegende Kaiser Karls IV. Einleitung, Texte, Kommentar. Prag 1934, S. 64-80.";"Deutsche Übersetzung der lateinisch geschriebenen Böhmischen Chronik des Přibík Pulkava von Radenín - entstanden im Auftrag und mit programmatischer Beteilugung des römischen Kaisers und böhmischen Königs Karl IV. (Erfasst wird die böhmische Geschichte i.w.S. - von dem Turmbau von Babel bis in die ersten Jahrzehnte des 14. Jh.)

Die Kapiteleinteilung erfolgt nach dem lateinischen Originaltext (106 Kapitel). Einige Kapitel sind infolge der Unterschiede im Textumfang der einzelnen lateinischen Redaktionen in der vorliegenden deutschen Übersetzung nicht enthalten. Die alttschechische Übersetzung kann von dem Autor des lateinischen Werkes selbst stammen; der Urheber der vorliegenden bairisch-deutschen Fassung ist unbekannt.

Lemmatisiert und disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ccpppv--h;;41;;"Der zu Grunde liegende lateinische Text wurde wahrscheinlich um 1364 verfasst und erfuhr bis etwa 1374 mehrfache Umarbeitungen (in insgesamt 6 Redaktionen); für die Datierung der deutschen (sowie der tschechischen) Übersetzung fehlen stichhaltige Anhaltspunkte. Es könnte noch das ausgehende 14. Jh. oder das 15. Jh. angesetzt werden; der deutsche Text ist erst aus dem späteren 15. Jh. überliefert.";"Die vorliegende bairisch-deutsche Fassung der Pulkava-Chronik wurde anhand der einzigen vollständigen Handschrift (Cgm 1112, BSB München) transkribiert; es liegt ferner ein späterer Fragment vor (Cod. 90 Aug. 20, Herzog August Bibliothek Wolfenbüttel). Eine unabhängige ostmitteldeutsche Übersetzung aus der jetzt verlorenen Hs. R 304, Stadtbibliothek Breslau/Wrocław (Polen) wird hier nicht berücksichtigt.

In der elektronischen Fassung wird weitgehend der handschriftliche Text respektiert; es wurden insbesondere die Großschreibung, Worttrennung und die Interpunktion modernisiert, die Abbreviaturen aufgelöst und einige Buchstabenvarianten vereinheitlicht (s, z).";;;PUC;;;;;;;;;;;;;;;;;
Des Menschen Spiegel;;"Textgrundlage:

Der Druck des Johannes Bämler, 

Augsburg 1476 (Hain 10006)

Digitale Edition: Angus Graham,Sultan Qaboos University Oman

http://www.hs-augsburg.de/~harsch/germanica/Chronologie/15Jh/Lehre/ler_un16.html";"Der Text ist Teil des Sammeldruckes ""Eine Augsburger Sittenlehre"". Er beginnt auf der Folioseite 160r und endet mit 175r. Im Gegensatz zur digitalen Ausgabe Grahams wurde der Folioumbruch strikt eingehalten. Gleichzeitig wurde versucht, dem Zeilenumbruch der Grahamschen Ausgabe zu folgen, was jedoch nicht immer ganz möglich war. Die oft kurzen Folioseiten kommen daher, dass der Hauptteil dieser Seiten von einem Holzschnitt eingenommen wird.

Hochgestelltes 'o' wurde zu 'uo' konvertiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";000000000000pppv--h;;101;;Die Augsburger Sittenlehre hat Johannes Bämler im Jahre 1476 in Augsburg gedruckt. Das Kompendium wurde von einem Unbekannten zu Lehrzwecken zusammengestellt und von dem Augsburger Kloster St. Ulrich und Afra in Auftrag gegeben.Vorwort von Angus Graham (in statu nascendi);;ASL;Augsburger Sittenlehre;MSP;;;;;;;;;;;;;;;;;
Fünf Anfechtungen;;"Textgrundlage:

Der Druck des Johannes Bämler, 

Augsburg 1476 (Hain 10006)

Digitale Edition: Angus Graham,Sultan Qaboos University Oman

http://www.hs-augsburg.de/~harsch/germanica/Chronologie/15Jh/Lehre/ler_un17.html";"Der Text ist Teil des Sammeldruckes ""Eine Augsburger Sittenlehre"". Er beginnt auf der Folioseite 175v und endet mit 182r. Im Gegensatz zur digitalen Ausgabe Grahams wurde der Folioumbruch strikt eingehalten. Gleichzeitig wurde versucht, dem Zeilenumbruch der Grahamschen Ausgabe zu folgen, was jedoch nicht immer ganz möglich war. Die oft kurzen Folioseiten kommen daher, dass der Hauptteil dieser Seiten von einem Holzschnitt eingenommen wird.

Hochgestelltes 'o' wurde zu 'uo' konvertiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";000000000000pppv--h;;121;;Die Augsburger Sittenlehre hat Johannes Bämler im Jahre 1476 in Augsburg gedruckt. Das Kompendium wurde von einem Unbekannten zu Lehrzwecken zusammengestellt und von dem Augsburger Kloster St. Ulrich und Afra in Auftrag gegeben.Vorwort von Angus Graham (in statu nascendi);;ASL;Augsburger Sittenlehre;FAN;;;;;;;;;;;;;;;;;
Der Jenaer Meißner;1587;Der Meißner der Jenaer Liederhandschrift. Untersuchungen, Ausgabe, Kommentar. Hg. v. Georg Objartel. Erich Schmidt Verlag, Berlin 1977.;"Die Ligatur von oe wurde aufgelöst.

Diakritische Zeichen und übergeschriebene Buchstaben (z.B. e bei a, u bei o etc.) wurden buchstabengetreu wiedergegeben (z.B. als ae, oe etc.).



Teilw. lemmatisiert, aber noch nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";000000000000uddss--;;5;;"Die Jenaer Lhs. (J) enthält auf Bl. 81ra-101rb unter der Überschrift ""Der mysnere"" alle bekannten Strophen des Dichters.";;;;DJEM;1977;1;;;;;;;;;;;;;;;
