form	count	sample_contexts
opferspeisen	1	mit iren opferspeisen etcetera uch
dienstlichs	1	heilig Alles dienstlichs werck sult
dirklengunge	1	tack der dirklengunge vnd der
busov	1	vnd der busov ERI nen
selbenden	1	tak des selbenden manden wirt
svunde	1	vor die svunde an die
zu\u0020den	1	widern vnd zu\u0020den schafen sult
vierczehehen	1	vngemeiligter lemmer vierczehehen vnd yclicher
veiern;	1	ir richticlichen veiern; Und czigen
richticlich	1	sult ir richticlich halden Und
iuncvrowlichem	1	noch in iuncvrowlichem wesen; Ist
wesen;	1	in iuncvrowlichem wesen; Ist das
vorsaczt	1	dem sie vorsaczt hat ir
hovse	1	in dem hovse ires mannes
enthaldunge	1	mit anderlei enthaldunge peinige ire
vorczeuhet	1	tak das vorczeuhet das vrteil
iuncvroulichn	1	in dem iuncvroulichn wesen ist
bereiter	1	geslechten ous bereiter zu dem
castellen	1	vnd ire castellen vorbrante das
tousentern	1	heres den tousentern vnd den
hundertern	1	vnd den hundertern die do
derkant	1	do man derkant haben in
erwurgit	1	slafen die erwurgit Aber die
palgen	1	von czigen palgen vnd von
czyn	1	eisen vnd czyn vnd blei
achczigtousent	1	tousent vnd achczigtousent schaf vnd
sibenczik	1	funf vnd sibenczik schaf; Und
schaf;	1	vnd sibenczik schaf; Und von
sibenczik;	1	czwen vnd sibenczik; Uon den
gevilen	1	tousent menschen gevilen zu teile
gewesen;	1	streite waren gewesen; Uon dem
dreisik	1	siben vnd dreisik tousenten vnd
funfczigiste	1	nam das funfczigiste houbt vnd
armgespan	1	vingerlein vnd armgespan vnd kethlein
kethlein	1	armgespan vnd kethlein so das
yclicer	1	scot Wenne yclicer was her
genvgsames	1	vnser herre genvgsames landes ist
cenezyn	1	svn den cenezyn vnd den
derstanden	1	ir seit derstanden vor ewer
vorlest	1	der wustenunge vorlest er das
czymmern	1	wolle wir czymmern vnd stelle
vnbeschuldet	1	werdet ir vnbeschuldet bei dem
entvt	1	vnd nicht entvt nymant sei
enczihen	1	euch nicht enczihen wollen in
bowten	1	vmringe Dorvmme bowten di kinder
powten	1	kinder vorwar powten vnd vnd
meon	1	baal vnd meon vnd vorkarten
bekvmmerte	1	czoch vnd bekvmmerte ire dorfer
auothair	1	nante er auothair das ist
vorwandelten	1	geheisse gotis vorwandelten Ous czogen
herre;	1	geslagen vnser herre; Wenne ouch
stacten	1	sie vnd stacten ire geczelt
belsatim	1	bis zu belsatim an den
ebuisten	1	an den ebuisten steten der
einczihen	1	vber den einczihen in die
weitiste	1	geben das weitiste vnd den
sudenische	1	geen das sudenische teil vber
scorpionen	1	gesteige der scorpionen also das
heiset	1	das do heiset vnd werden
mitternachte	1	an der mitternachte teil von
geczilt	1	danne werden geczilt die ende
daphen	1	dem brvnne daphen Uon danne
bekvmen	1	Uon danne bekvmen sie gegen
geslosse	1	den si geslosse Dise erde
in steten	1	sie ouch in steten bleiben vnd
cziles	1	teil semliches cziles wirt Und
freivnge	1	gesundert zu freivnge den vlŭchtigen
vlŭchtigen	1	freivnge den vlŭchtigen so das
vorgeuset	1	der do vorgeuset blut Und
gemenlich	1	Und ous gemenlich der anderr
czwuvnd	1	der anderr czwuvnd virczig stete;
stete;	1	czwuvnd virczig stete; das ist
vluchtige	1	wenne der vluchtige vleuhet der
frŭnt	1	vleuhet der frŭnt des vorderbten
vorderbten	1	frŭnt des vorderbten mag in
gesteet	1	bis her gesteet in die
slahers	1	mit des slahers blut wirt
ersla	1	nehste des ersla W e
tŏten	1	den manslechtigen tŏten zu hant;
manslechte	1	wirt der manslechte schuldig des
ervorschet	1	vrage wirt ervorschet erledigt sol
rachers	1	ous des rachers hende vnd
vorterber	1	das der vorterber ous den
enlenden	1	die den enlenden sint benvmet
vlŭchtige	1	solde der vlŭchtige vncz bis
bischoues	1	tot des bischoues in der
slechtige	1	der man slechtige wider keren
blutes;	1	ist des blutes; Czu hant
sterbn	1	her ouch sterbn Die vortribnen
vortribnen	1	sterbn Die vortribnen vnd die
mŭgen	1	mit nichte mŭgen gekeren wider
vnschuldigem	1	die mit vnschuldigem blute wirt
teiltest	1	dem los teiltest die erde
benvmtes	1	gebist ir benvmtes erbe Dise
vmteilunge	1	schanden die vmteilunge der los
gepitende	1	den vnd gepitende im der
Breuten	1	ist geoffenbart Breuten sullen sie
vormischet	1	das icht vormischet werde die
weibesnam	1	vnd alle weibesnam man sullen
vetters	1	svnen irs vetters von dem
berichten	1	an zu berichten die e
vornvnftige	1	man vnd vornvnftige v Und
Tousenter	1	zu fursten Tousenter vnd h
⫶ten	1	euch ler ⫶ten ycliche dink
potscheften	1	vns wider potscheften durch welchen
beschowten	1	weintrouben vnd beschowten die erde
fruchtperkeit	1	erczeigten ire fruchtperkeit vnd brachten
murmmelte	1	herren gotes murmmelte ir in
svnel	1	sein cleines svnel in allem
beczilet	1	vnd hat beczilet die stat
czeigende	1	des nachtes czeigende euch den
bŏsen	1	leuten dicz bŏsen geslechtes die
gevolgt	1	hat noch gevolgt dem herren
wŭrden	1	sie gevangen wŭrden gefurt vnd
czoget	1	in wapen czoget ouf den
enstreitet	1	ouf noch enstreitet wenne ich
widerwertik	1	horen svnder widerwertik dem gepot
weintet	1	quamet vnd weintet vor vnserm
saset	1	gehengen Nu saset ir dorvmme
IICAPᵐ	1	czeit nd IICAPᵐ von danne
czŭgen	1	das wir czŭgen vber die
vberczuge	1	zu dem vberczuge der bach
streitest	1	dv icht streitest wider sie
vorwenen	1	ist sie vorwenen vnd in
vortilgende	1	wonen zu vortilgende die do
cittern	1	geperenden dir cittern vnd mit
roubenden	1	wart den roubenden vnd die
enpflŭhe	1	vnsern henden enpflŭhe Unser herregot
etcetera͛	1	herre got etcetera͛ nd III
slŭgen	1	vnd wir slŭgen sie vncz
kvnicreiches	1	reich des kvnicreiches zu Alle
vngemowerte	1	rigeln an vngemowerte merckte vngeczalter
vngeczalter	1	vngemowerte merckte vngeczalter die nicht
czweir	1	lant von czweir kvnige handen
sarion	1	die nennen sarion vnd die
sanir	1	vnd die sanir Alle stete
eiserens	1	vnd sein eiserens pette czeigt
czeigt	1	eiserens pette czeigt man d
besase	1	die erde besase wir in
vorczihet	1	erbe Gewapent vorczihet ewern brudern
her\u0020allen	1	also tu her\u0020allen reichen zu
grŏse	1	czeigen deine grŏse vnd deine
gegleichen	1	vnd sich gegleichen deiner sterke
czŭrnte	1	der herre czŭrnte mir durch
ŏsten	1	vnd gegen ŏsten sich wenne
gepent	1	disen Svnder gepent vnd creftige
tei	1	wirt in tei NOMIUS len
anpeter	1	alle seine anpeter ous ewer
vortigen	1	disen gegen vortigen tack lebte
vornvnft	1	vnd ewer vornvnft vor den
vornvnftiges	1	volk vnd vornvnftiges gros geslechte
sorgueldiclich	1	dich selben sorgueldiclich vnd deine
veierlichen	1	die elichen veierlichen gepot vnd
sorgueldiclichen	1	besiczen Behutet sorgueldiclichen ewer selen
gleichnŭsse	1	oder allirlei gleichnŭsse des vihes
gevŏgels	1	himel des gevŏgels oder krichender
krichender	1	gevŏgels oder krichender tir die
hebest	1	leichte ouf hebest deine ougen
geschopfet	1	do hat geschopfet dein herre
eisereinen	1	ous dem eisereinen ofen DEUTRO
czŭge	1	noch ein czŭge in die
vberczihen	1	werdet dor vberczihen vnd werdet
vorgestest	1	etwenne icht vorgestest des frides
gleichnvs	1	machet etwas gleichnvs volprengende poses
volprengende	1	etwas gleichnvs volprengende poses vor
vberczihende	1	die ir vberczihende den werdet
kvnt	1	y worden kvnt so das
vorsuchunge	1	heiden mit vorsuchunge vnd mit
gesichten	1	vnd vorchtlichen gesichten noch allem
wŏstest	1	das du wŏstest wenne der
ŏstenischen	1	gegen dem ŏstenischen teile so
wŏllende	1	do nicht wŏllende der sluge
vorgelegt	1	e die vorgelegt hat vor
mitler	1	vnd ein mitler czwischen got
gegrabne	1	mache dir gegrabne pilde noch
vnnvczlich	1	namen gotis vnnvczlich wenne nicht
vngepeinigt	1	bleibt her vngepeinigt der vber
vnnvcze	1	der vber vnnvcze dink nennet
tŏte	1	geben Nicht tŏte nicht brich
almechticheit	1	got sein almechticheit vnd seine
geprŭfet	1	haben heute geprŭfet das redende
vorwarste	1	geczelt Du vorwarste hie mit
UICAPITULUM	1	ewer besitczunge UICAPITULUM ᵐ as
ᵐ	1	besitczunge UICAPITULUM ᵐ as sint
vberczihet	1	der ir vberczihet die zu
enynkeln	1	vnd deinen enynkeln alle die
hŭte	1	gesetet so hŭte d dich
vorsuchen	1	Nicht soltu vorsuchen deinen herren
proutschaft	1	mit in proutschaft Dein tochter
betrenget	1	wenne sie betrenget deinen svn
vorhowe	1	ire welde vorhowe vnd ire
vorbrŭet	1	ire pilde vorbrŭet wenne du
behŭt	1	vnd hat behŭt den eit
czustrewe	1	er sie czustrewe vnd lenger
vorczihe	1	lenger nicht vorczihe rischlich in
rischlich	1	nicht vorczihe rischlich in gebende
vordienen	1	das sie vordienen Behute dorvmme
gehorst	1	Wenne du gehorst die gerichte
vnfruchtbers	1	bei dir vnfruchtbers ous beiden
gegaten	1	ous beiden gegaten also wol
bŏse	1	die gar bŏse seuchen der
einfŭren	1	her nicht einfŭren dir svnder
Vressen	1	deinen veinden Vressen wirstu als
oufgerakten	1	vnd einen oufgerakten arme so
meklich	1	deiner angesicht meklich vnd mit
muschest	1	gar zu muschest Ire pild
vorsere	1	dir noch vorsere dich dorvmme
nichtefnicht	1	Noch trage nichtefnicht ein von
vormeiligunge	1	als ein vormeiligunge vnd vorvnmenschet
vleisiclich	1	gepite behute vleisiclich das du
wostest	1	nicht en wostest Und du
ab;	1	nam das ab; dein fus
vndertreten	1	wart nicht vndertreten Nu sich
virczigste	1	sich das virczigste iare ist
behal	1	das du behal NOMIUS dest
opfel	1	vnd granat opfel vnd ŏlgerten
vbervlussicheit	1	aller dinge vbervlussicheit gebrouchest des
geseggenst	1	sat wirdest geseggenst deinem herren
Behald	1	hat gegeben Behald vnd behute
vorsoumest	1	gotes vnd vorsoumest sein gepot
gissest	1	wenne du gissest vnd wirst
gepowest	1	schone heuser gepowest in in
bruende	1	natern waren bruende mit blasen
scorpion	1	blasen vnd scorpion vnd durst
necerl	1	vnd durst necerl Vnd gar
speiste	1	steinen vnd speiste euch mit
gepflagte	1	her dich gepflagte vnd vorsuchte
vorgissest	1	das du vorgissest deines herren
nachvolgest	1	gotes vnd nachvolgest fremden goten
hoes	1	volk vnd hoes die k
vressendes	1	dir ein vressendes fewer vnd
besese	1	die erde besese wenne durch
czeuhestu	1	deines herczens czeuhestu ein so
hertneckigs	1	bist ein hertneckigs volk eines
hălses	1	gar herten hălses Gedenke vnd
gekriegt	1	habt ir gekriegt Und ouch
dofur	1	was Und dofur quamen virczig
hielde	1	des gelubdes hielde in beiden
zumischte	1	zu stucken zumischte ich das
vlehelichen	1	ich in vlehelichen bat das
vorstŏre	1	got nicht vorstŏre dein volk
gerakten	1	deinem ouf gerakten arme etcetera
Polire	1	zu mir Polire dir anderr
tabeln	1	anderr czwu tabeln steineiner als
wasserbeche	1	erden der wasserbeche Czu der
vorgee	1	Gee vnd vorgee dem volke
Besneidet	1	wirt geprufet Besneidet dorvmme die
herschenden	1	herre der herschenden groser got
ousge	1	vnd sein ousge NOMIUS rakten
czeiche	1	rakten arme czeiche vnd werk
bovmgerten	1	vnd noch bovmgerten siten wasser
pergecht	1	veuchten svnder pergecht vnd veldecht
veldecht	1	pergecht vnd veldecht von himel
peitende	1	von himel peitende der regen
eulenden	1	Und seine eulenden sint dorinne
czeitlichn	1	ewerr erden czeitlichn vnd speten
speten	1	czeitlichn vnd speten so das
anpetet	1	vnd die anpetet Und czornig
legest	1	wege vnd legest dich vnd
vorstoret	1	im so vorstoret der herre
trittet	1	die do trittet ewer fuz
vluch;	1	vnd den vluch; Den segen
gepite;	1	euch hevte gepite; Den vluch
angepetet	1	heiden haben angepetet ire gote
czweigechten	1	vnder allem czweigechten holcze Czu
Czustŏret	1	zu slahet Czustŏret ire namen
fridlichen	1	vnd ewer fridlichen opfer tir
zurue	1	ir kvmen zurue vnd zu
ị́ṇ̣	1	gelobt habet ị́ṇ̣ dem herren
hyn¬	1	do du hyn¬ rekkest deine
rekkest	1	du hyn¬ rekkest deine hant
doꝛv̆mme	1	sele Und doꝛv̆mme soltu nicht
volgst	1	icht noch volgst dor nach
grousamkeit	1	wenne alle grousamkeit die do
vorpruende	1	tŏchter vnd vorpruende sie in
trovmers	1	noch des trovmers wenne euch
vorkerte	1	her euch vorkerte von ewerm
anvange	1	Uon dem anvange vncz bis
gehorche	1	veter nicht gehorche im noch
vortrage	1	in noch vortrage im dein
vorhelest	1	erbarmest vnd vorhelest in svnder
sorgiclichen	1	enwisset suche sorgiclichen vnd vleissiclichen
czunde	1	der stat czunde das an
vorczerest	1	alles das vorczerest deinem herren
vorsneidet	1	gotis Nicht vorsneidet euch noch
czinses	1	seines erb czinses ous allen
pigar	1	wisent den pigar vnd den
orix	1	vnd den orix vnd den
camelebart	1	vnd den camelebart Alle tir
inczwei	1	tir die inczwei spalden die
drukken	1	vnd in drukken sult ir
camele	1	essen Den camele den hasen
indrucken	1	wenne sie indrucken vnd teilent
teilent	1	indrucken vnd teilent NOMIUS nicht
sow	1	Und die sow wenne die
rvren	1	totes an rvren Dise sult
ixon	1	sprinczel den ixon den geier
toucher	1	storchen den toucher den pellican
vledirmous	1	vnd die vledirmous vnd alles
tŏdlink	1	welches ein tŏdlink ist von
vorwandel	1	in gelt vorwandel das vnd
gesetic	1	vnd werden gesetic so das
gebunge	1	vor DEUTRO gebunge die des
geveiert	1	ordens schol geveiert werden Wem
gevordern	1	her nicht gevordern wenne es
petler	1	kein ł petler wirt sein
leihende	1	gib im leihende das du
bŏser	1	velschlich rate bŏser gedancke vnd
vorgebvnge;	1	iar der vorgebvnge; vnd wendest
erclichn	1	tu nichtesnicht erclichn in seinen
notdurftikeiten	1	in seinen notdurftikeiten vf zu
lesist	1	die du lesist deine hant
hebreinne	1	oder ein hebreinne vnd dir
wegestewer	1	im eyn wegestewer von deiner
ousgeen	1	wil nicht ousgeen do von
hinkende	1	oder sei hinkende oder blint
sewer	1	pflage der sewer Wenne in
ousczihunge	1	tages deiner ousczihunge von alle
getŏtet	1	das do getŏtet ist des
ousczogist	1	do du ousczogist von vnd
besammenunge	1	ist die besammenunge deines herren
besammest	1	Wenne du besammest von dem
new̆	1	vnd der new̆ kvmene vnd
osterlichn	1	In der osterlichn hochczeit vnd
Uolge	1	der gerechten Uolge dem nach
pflancze	1	got Nicht pflancze welde noch
vngenemes	1	oder ichtesicht vngenemes wenne ein
czeugen	1	hende der czeugen sullen anheben
oufheben	1	das si oufheben das pŏse
czweiuelndes	1	sweres oder czweiuelndes gerichte bei
hochuertigt	1	Welcher aber hochuertigt wollende nicht
hantreichet	1	der czeit hantreichet deinem herren
blehe	1	sich zu blehe in hochvart
vorwerren	1	betrigen vnd vorwerren seinen mvt
vnmeclichen	1	noch goldes vnmeclichen last Dor
gesiczet	1	her nv gesiczet ouf dem
geſlechtes	1	des leuitischen geſlechtes vnd wirt
opferunge	1	vnd sein opferunge werden sie
beuchil	1	vnd das beuchil Die erstlinge
bescherunge	1	von aller bescherunge Wenne in
steunge	1	veterlicher noch steunge gepuret Wenne
czoubrer	1	der do czoubrer bevorsche vnd
bevorsche	1	do czoubrer bevorsche vnd halde
ratvrage	1	geiste Noch ratvrage die valschen
Uolkumen	1	ewerm eingange Uolkumen wirstu sein
geweiset	1	anders an geweiset Einen propheten
besammet	1	die sammenunge besammet ł was
sweigender	1	das du sweigender gedancken antwortest
antwortest	1	sweigender gedancken antwortest wie mag
nămen	1	in dem nămen des herren
enkvmet	1	das nicht enkvmet das hat
vbirmvte	1	von dem vbirmvte seines mutes
hevsern	1	in irn hevsern Drei stete
bereitende	1	zu besiczunge bereitende vleissiclich den
vluchtig	1	der do vluchtig ist durch
einveldiclich	1	geprufet svnder einveldiclich mit im
abhovunge	1	in der abhovunge des holczes
gegliten	1	vnd das gegliten von dem
helb	1	von dem helb geslăgen hat
geslăgen	1	dem helb geslăgen hat seinen
ḍ̣ẹṛ	1	der vor ḍ̣ẹṛ vorgesprochen stete
vorhabende	1	gegen im vorhabende der ist
beczeiget	1	ist wirt beczeiget Dorvmme so
teilest	1	czwischen in teilest Wenne aber
vleuht	1	stirbt vnd vleuht zu der
ny̆m	1	sei Nicht ny̆m vnd ous
ymanden	1	geczeug wider ymanden welcherlei die
lugenhaftiger	1	steet ein lugenhaftiger geczeug wider
besagende	1	menschen in besagende vmme vberkerunge
vleissiclichn	1	sie vorschende vleissiclichn der vinden
erschrecke	1	streit nicht erschrecke ewer hercze
vorschreien	1	here sullen vorschreien welcher der
angehabn	1	do hat angehabn zu bowen
new̆es	1	bowen ein new̆es hous vnd
volbrenge	1	ein anderr volbrenge das welcher
gemăchet	1	noch nicht gemăchet sei gemeine
vorchtsamen	1	vnd eynes vorchtsamen herczen der
bestreite	1	streit so bestreite sie Und
beligest	1	Wenne du beligest ein stat
werungen	1	vnd mit werungen sie vmmeringest
vmmeringest	1	werungen sie vmmeringest so das
slahest	1	sie ous slahest n nicht
eksin	1	noch mit eksin soltu nicht
hantwerk	1	vnd powe hantwerk vncz bis
grŏsern	1	geen die grŏsern der gepurt
pflukschar	1	mit der pflukschar vnd furen
schrouechtis	1	in ein schrouechtis vnd steinechtis
steinechtis	1	schrouechtis vnd steinechtis tal das
hengit	1	iren worten hengit alles geschefte
vorkou	1	vrei nicht vorkou NOMIUS fen
hassende	1	vnd der hassende svn ist
vorgeseczen	1	erstgepornen vnd vorgeseczen der gehessigen
czwiueldiclich	1	hat alle czwiueldiclich Diser ist
grevlichen	1	vnd einen grevlichen der do
Begreiffen	1	sein vorsmehet Begreiffen sullen sie
widerspenik	1	diser ist widerspenik stolczirnde vnd
stolczirnde	1	ist widerspenik stolczirnde vnd hochuertig
hochuertig	1	stolczirnde vnd hochuertig vnser geheisse
vnkeuschheit	1	vnd der vnkeuschheit vnd honiln
honiln	1	vnkeuschheit vnd honiln geet er
vormeilige	1	mit nichte vormeilige dein erde
nahner	1	sei dein nahner bruder noch
vorsovme	1	vindest nicht vorsovme das als
vremdis	1	als ein vremdis Ist das
grousam	1	gewant Wenne grousam ist bei
vogilnest	1	erden ein vogilnest vnd die
eiern	1	oder vber eiern nicht soltu
powest	1	Wenne du powest ein newes
gleitende	1	vnd trege gleitende einem andern
wulleinem	1	sint ous wulleinem vnd ous
Snvrlein	1	ous leineinem Snvrlein soltu machen
mantils	1	winkel deines mantils mit dem
werworter	1	vnd suchet werworter dorvmme her
vorpusen	1	dor vber vorpusen mit hundert
magtum	1	ist der magtum ous sullen
măn	1	stat Den măn dorvmme das
gedemutigt	1	das her gedemutigt hat die
pfadhouch	1	sam ein pfadhouch der do
bedeckunge	1	decken sein bedeckunge etcetera icht
muschten	1	mit zu muschten oder ous
gesnitenem	1	mit abe gesnitenem czagil in
vorvnmenschen	1	Nicht soltu vorvnmenschen den wenne
newkvmner	1	bist ein newkvmner gewesen in
voderunge	1	zu der voderunge der naturen
gesiczest	1	wenne du gesiczest so grabe
gegeest	1	zv stule gegeest so bedecke
vodert	1	wenne das vodert dein herre
wirstv	1	mvnde das wirstv halden vnd
vnreinlichkeit	1	durch etliche vnreinlichkeit so schreibe
ny̆mt	1	ist vnd ny̆mt einen andern
vorfurende	1	ein mensch vorfurende seinen bruder
vallest	1	du icht vallest in den
sorgveldiclich	1	erfulle das sorgveldiclich Gedenket was
voderst	1	keinerlei dink voderst das her
bedurfenden	1	lon dem bedurfenden deines armen
newkvmen	1	dem NOMIUS newkvmen der mit
stewert	1	von dem stewert her sein
vorgessende	1	acker vnd vorgessende lesest ligen
olpovm	1	lisest deiner olpovm was do
olper	1	bleibet DEUTRO olper ouf den
bleibenden	1	sammen die bleibenden weinkorner svnder
weinkorner	1	die bleibenden weinkorner svnder si
vircziger	1	die czal vircziger slege nicht
vorpinden	1	Nicht soltu vorpinden den mvnt
trettet	1	tenne zu trettet dein getreide
bevrage	1	stat vnd bevrage die grosten
speie	1	fuze vnd speie im vnder
entschuchten	1	Hous des entschuchten Ist das
sterkern	1	hant des sterkern vnd NOMIUS
grŏsers	1	gewichte ein grŏsers vnd ein
grŏserr	1	sein ein grŏserr schŏffil vnd
minnerr	1	vnd ein minnerr in deinem
gerechtis	1	soltu haben gerechtis vnd warhaftis
warhaftis	1	gerechtis vnd warhaftis vnd ein
warhaftir	1	vnd ein warhaftir so das
